,exp,edu,hab,v_tit,v_desc,sim
4,the same,the same,the same,Analista de Desenvolvimento de Negócios," Realizar estudo de tendências, concorrência e mercado na busca das melhores oportunidades de negócio alinhado a estratégia da empresa. Atuar com controle de CRM (Customer Relationship Management). Planejamento e implantação de processos de relacionamento com clientes. Apoiar nos processos de negociação com prestadores. Elaborar indicadores e apresentações para gerência e direção. Participar na definição de estratégias comerciais e de marketing. Atuar com comunicação interna e externa., Formação em Administração, Publicidade, Marketing ou áreas afins. Necessário inglês avançado.",0.1693
5,the same,the same,the same,"SAP Specialist - Fixed Asset, Project To Asset, And JVA Modules"," Overall description Financial analyst with experience implementing global IT solutions in SAP ECC 6 for global Oil and Gas Industry. Experience needed in areas of general ledger, cost center, profit center, profitability management, Joint Interest Accounting, Fixed Assets, projects to assets, transfer pricing and valuation items. Ability to perform IT design, configuration, prototyping, unit testing/documentation, batch variants setup and define management of change requirements. System Design skill with strong ability to collect business requirements, perform a fit/gap analysis, apply SAP industry best practices, and define use cases for implementations in a global environment. Ability to write solid and detailed functional and technical design documents in English, to be handed over to Developer or other project staff, covering design for configuration items and custom developments as well as work with business experts to understand their requirements, guide and advise them on best solution approach managing business experts with confidence. Focus area: Fixed Asset, Project to Asset Specific experience in SAP ECC 6 FI process area: Fixed Asset, Project to Asset, and JVA modules Solid demonstrable Upstream Oil & Gas experience. ABAP debugging skill is a plus. Experience with Agile framework (SAFe; Scrum; Kanban) is a plus Strong team work - share knowledge with others; training and support others as a more senior person. Senior level of profissional experience, possesses and applies a broad knowledge of principles, practices, and procedures of particular field of specialization to the completion of difficult assignments. Skill Level Safety Oriented Mindset, Proficient in English (written & verbal), Team Oriented Personality & Positive Attitude Effective End User Communication (written & verbal), Analytical skills, Customer Oriented, Problem Solver, Time Management, Goal Oriented, Team Player, Efficient, Responsible, Creative, Interface at Executive level. Interface with the business/client- High, Medium, Low Experience working with large teams. Experience working independently. Experience working with a global team.",0.1669
6,the same,the same,the same,Analista de Suporte Técnico," Instalação, configuração e gerenciamento de todas as soluções implementadas no ambiente computacional, onde as aplicações Zimbra e PaloAlto., Certificação Zimbra, Firewall Palo Alto Networks, ITIL V3 e BPM Business Process Management. Experiência nas áreas de tecnologias de redes, da estrutura de Rede de área local de computadores, de sistemas operacionais e Service Desk nas áreas referidas. ",0.1588
7,the same,the same,the same,Desenvolvedor PHP Pleno," Trabalhar no desenvolvimento das nossas soluções web, desenhar a solução técnica dos requisitos com a equipe de produto, escrever os requisitos, avaliar os esforços com a equipe de release management., Experiência em PHP, CSS, HTML e Javascript ,ser proficiente em bancos de dados., Ensino Superior completo.",0.1569
8,the same,the same,the same,Consultor ERP - SAP Business One," Atuará na implantação do ERP SAP Business One, mapeamento de processos, business blue print, treinamento de usuários, testes integrados, elaboração e acompanhamento de cronograma de implantação seguindo metodologia de implantação SAP., Ensino Superior em Administração de Empresas, Ciências Contábeis ou áreas afins. Experiência em projetos de implantação do SAP Business One. Imprescindível certificação SAP B1.",0.1528
9,the same,the same,the same,Analista de Infraestrutura - VMware," Atuar com levantamento de demandas e desenho de arquitetura, atuação em projetos de infraestrutura, sobretudo em ambientes VMware. Atuar com gerenciamento e configuração de recursos avançados VMware. Conhecimento em VROPS (Realize Operations IT Operations Management). Experiência nas atividades descritas.",0.1508
0,"Solution Account Director,Sr Solution Strategist,Sr Marketing Communications Program Mgr,Head do Portfólio de TI B2B,Gerente de Produtos de TI & Outsourcing,Especialista de Produtos de Dados Internacionais,Managed Services Manager,Product Coordinator","Graduado,Engenharia da Computação","Cloud Computing,Data Center,Managed Services,Telecommunications,Pre-sales,Unified Communications,Outsourcing,IP,Product Management,Strategy,ITIL,Business Alliances,MPLS,Team Leadership,Management,Wireless,New Business Development,VoIP,Solution Selling,Project Management,IT Service Management,Network Architecture,Security,Cisco Technologies,Team Management,Business Intelligence,Switches,Account Management,Go-to-market Strategy,Networking,VPN,WAN,SDH,LAN-WAN,Frame Relay,Network Design,Service Management,Virtualization,B2B,Mobile Devices,Software Project Management,Channel Partners,Project Planning,Security Information,IT Operations,Windows,Microsoft Technologies,VMware Technologies,Infrastructure Outsourcing,MSSP",Arquiteto de Software," Trabalhar com arquitetura de sistemas de software, definição de arquitetura para sistemas corporativos e inglês para conversação com colaboradores do exterior. Experiência com arquitetura de software. Diferencial conhecimento de BPM (Business Process Management) e interesse em aprender novas tecnologias.",0.1983
1,the same,the same,the same,Gerente de Contas - Outsourcing de TI," Atuar em prospecção no mercado e na gestão de carteira de clientes da empresa, buscando ativamente oportunidades de novos negócios, visando o crescimento e gerenciamento da receita., Ser dinâmico, ambicioso, motivado para superar metas. Sistemático no acompanhamento de negócios do funil de vendas com report semanal. Experiência em produtos de Tecnologia, Outsourcing, Automação Comercial, TI, Hardware, Software ou Telecomunicações. Experiência com venda ou outsourcing de notebooks e desktops será considerado um diferencial. Experiência com venda consultiva de produtos e/ou serviços para empresas de médio e grande porte.",0.1983
2,the same,the same,the same,Analista de Desenvolvimento de Recursos Humanos Sênior," Atuar com implementação de processos de RH, avaliação de desempenho perfomance, change management e pesquisa de clima / engajamento. Atuar com mapeamento de competências, implantação de sistemas de gestão desenvolvimento de lideranças. Realizar o mapeamento de necessidades de treinamento universidade corporativa / desenvolvimento de parcerias com universidades / entidades. Atuar com e-learning, Conhecimentos específicos em Análise de Desenvolvimento de RH. Vivência em implementação de sistemas e processos de avaliação de desempenho e Perfomance Change management.",0.1813
3,the same,the same,the same,Consultor SAP HCM- Success Factors," Atuará como consultor SAP HCM no suporte, entre demais atividades pertinentes ao cargo., Desejável experiência como consultor SAP HCM., Ensino superior completo., Consultor SuccessFactor com diferencial certificação de PROVISIONING. Conhecimentos em SAP SuccessFactors Recruiting Management, SAP SuccessFactors Succession Management, SAP SuccessFactors Learning Management. Inglês - Fluente.",0.1678
4,the same,the same,the same,Coordenador de Tecnologia da Informação," Ser responsável de suportar operacionalmente as equipes de Service Desk e Field Services da BS tecnologia e ser a interface operacional com as equipes ou grupos solucionadores dos clientes, no que tange aos aspectos operacionais e técnicos do Outsourcing. Identificar e solucionar erros ou falhas operacionais ou de processos. Identificar e solucionar deficiências de informação ou conhecimento das equipes. Avaliação dos gaps operacionais do Outsourcing e/ou da estrutura dos clientes, visando apresentar propostas de melhorias. Garantir os níveis de serviços acordados. Garantir a consistência e a completude das informações e dos processos do Outsourcing e/ou da estrutura dos clientes. Ser responsável por ser a interface entre a gestão tática do Outsourcing, a BS tecnologia e os clientes, no que tange aos aspectos sobre o escopo e as estratégias para a manutenção, melhoria e expectativas do Outsourcing, considerando-se: Identificar e solucionar impasses sobre escopo e entregáveis do Outsourcing. Suportar a Gestão Tática para garantir o cumprimento e o sucesso de suas responsabilidades. Identificar, tratar e definir em ações estratégicas, as necessidades e expectativas dos clientes que vão além do escopo do Outsourcing., Ensino Superior. Experiência e conhecimento intermediário em atendimento e suporte técnico em sistemas operacionais Windows, pacote MS Office, outros sistemas, infraestrutura (voz / dados), redes, atendimento e suporte remoto para resolução de incide",0.1593
5,the same,the same,the same,Gerente de Projetos de TI," Atuar com gerenciamento de projetos de TI críticos. Atuar com controle de projetos usando como técnica Valor Agregado, desenvolvimento de produtos como Plano de Projeto, Planejamento de Riscos, Custo, Escopo e Tempo, elaboração de Relatórios gerenciais, acompanhamento de projetos críticos e treinamento de stakeholders., Ensino Superior completo em qualquer área de TI. Vivência com gerenciamento de projetos. Experiência com Justiça Eleitoral. Experiência em metodologias de gestão de projetos alinhadas ao PMI Project Management Institute. Certificações Desejáveis: PMP e/ou Agile Certified Practitioner (PMIACPSM), ambas pelo PMI Project Management Institute.",0.1459
6,the same,the same,the same,NETWORK ENGINEER," Support and administration of WAN network and Security technologies as well as Cisco Enterprise Wireless networks, Coordinate MPLS, VSAT and ISP managed services (changes, implementation), Provide periodical reports to the IT Supervisors with analysis (Capacity Planning), Ensure that IT network documentation and processes exist and are updated on a regular basis, Liaise with the IT Architecture team to ensure that IT network standards are deployed and conduct product evaluations of upgraded or new hardware and software, identifying strengths, weaknesses, and potential benefits to the company, Liaise with the IT Security team and ensure that high level of security standards are maintained and operated across any network, Communicate with vendors, management and network staff worldwide, Attend training courses, seminars, conferences and exhibitions when required., Bachelor degree in Computer Science., Good knowledge of L3, L2 protocols such as EIGRP, MPLS, VPNs, Spanning Tree. - ITIL Certified is Preferred, - Cisco certification is a plus (Recommended).",0.1407
7,the same,the same,the same,Analista de Infraestrutura - VMware," Atuar com levantamento de demandas e desenho de arquitetura, atuação em projetos de infraestrutura, sobretudo em ambientes VMware. Atuar com gerenciamento e configuração de recursos avançados VMware. Conhecimento em VROPS (Realize Operations IT Operations Management). Experiência nas atividades descritas.",0.134
8,the same,the same,the same,Network Engineer," Support and administration of WAN network and Security technologies as well as Cisco Enterprise Wireless networks; Coordinate MPLS, VSAT and ISP managed services (changes, implementation); Provide periodical reports to the IT Supervisors with analysis (Capacity Planning); Ensure that IT network documentation and processes exist and are updated on a regular basis; Liaise with the IT Architecture team to ensure that IT network standards are deployed and conduct product evaluations of upgraded or new hardware and software, identifying strengths, weaknesses, and potential benefits to the company; Liaise with the IT Security team and ensure that high level of security standards are maintained and operated across any network; Communicate with vendors, management and network staff worldwide; Attend training courses, seminars, conferences and exhibitions when required., Bachelor degree in Computer Science., Good knowledge of L3, L2 protocols such as EIGRP, MPLS, VPNs, Spanning Tree. - ITIL Certified is Preferred, - Cisco certification is a plus (Recommended).",0.1273
9,the same,the same,the same,IT Implement Engineer - Microsoft," Implementar projetos relacionados com a Microsoft em Microsoft Unified Communications, Exchange e Skype para empresas On-Premisses, Microsoft System Center, produtos SCCM, SCOM, SCSM, SCVMM, SCDPM, serviços relacionados à infraestrutura, Active Directory, DNS, DHCP, RDS, HyperV, WSUS, Clustering, SQL, soluções Microsoft baseadas em nuvem, Office 365, Azure, Exchange Online, Skype para negócios online, migrações, preparação documentação do projeto (desenhos de solução)., Experiência no setor de TI e em cargos relevantes. Vivência na implementação de soluções a nível empresarial. Experiência trabalhando para um provedor de serviços de TI. Experiência relacionada a infraestrutura da Microsoft, Microsoft Unified Communications, Microsoft System Center Products, Microsoft Cloud Based Solutions e Microsoft Virtualization. Experiência em implantação. Certificação MCSA é altamente desejável. Ensino Superior.",0.1253
0,"Analista de Sistemas Sênior Java,Consultor Java,Programador Sênior,Programador Pleno,Programador Júnior","Bacharel em Ciências da Computação,Ciência da Computação,Técnico em Processamento de Dados,Processamento de Dados","Java,Oracle,Java Enterprise Edition,EJB,Hibernate,Scrum,UML,Microsoft SQL Server,Desenvolvimento de software,JBoss Application Server,SQL,SOA (Arquitetura voltada para serviços),Servidor de Aplicação JBoss,JSP,Software Development,Struts,Apache Struts,SOA",Analista Programador Java Pleno," Atuar com Java EE 6,7,8, Eclipse, Spring MVC, JavaScript, Hibernate 4, JPA , CSS, jQuery, Maven, EJB 3.0 ,Struts 1, Apache Tomcat 7, Jboss 6 / 6.1 EAP, Oracle 10G, desenvolvimento de Web Services SOAP e Restful.",0.3973
1,the same,the same,the same,Analista Programador Java Desktop," Desenvolvimento em Java Swing., Experiência com programação em Java Swing, Struts, Hibernate, SQL (Oracle), Eclipse e Jboss, melhoria do produto. , Ensino Superior em curso ou completo.",0.3882
2,the same,the same,the same,Analista de Desenvolvimento Java," Irá atuar com Desenvolvimento nas ferramentas Java, SQL Server, Oracle, PL SQL e JavaScript., Desejável experiência como analista de desenvolvimento JAVA. , Desejável ensino superior completo em Tecnologia da Informação., Conhecimento em Struts.",0.3546
3,the same,the same,the same,Analista Desenvolvedor Java," Programação em Java para ambiente Web, programação em Java para web, Struts, Hibernate, SQL (Oracle), Eclipse e Jboss, melhoria do produto, Experiência na função. , Ensino Superior em curso ou completo.",0.3519
4,the same,the same,the same,Analista Desenvolvedor Java Desktop," Atuar com programação em Java Swing, Struts, Hibernate, SQL (Oracle), Eclipse e Jboss, melhoria do produto., Experiência na função., Ensino Superior em curso ou completo.",0.3472
5,the same,the same,the same,Analista Programador Java," Desenvolvimento nas ferramentas Java, SQL Server, Oracle, PL SQL e JavaScript., Desejável experiência como analista de desenvolvimento JAVA. Conhecimento em Struts., Ensino superior completo em Tecnologia da Informação.",0.3459
6,the same,the same,the same,Analista Programador Java Júnior," Atuar com análise, desenvolvimento em Java EE e programação em Java., Experiência com programação em Java, atuando com JasperReports, EJB 2 e 3, Hibernate, Spring FrameWork, JSF, Servlet, Junit 4, RichFaces, Eclipse, Tomcat / Weblogic / Websphere / JBOSS e Multi-Thread, Struts, JSP, JavaScript, Ajax, JQuery, Maven, RTC, Web Service. Conhecimentos em banco de dados (Desejável Oracle e SQL Server). Conhecimento de Design Patterns e UML. Conhecimento em modelagem de banco e metodologia Ágil.",0.3338
7,the same,the same,the same,Analista Programador Java Sênior," Atuar com desenvolvimento, análise em Java, Spring e Struts., Experiência com Java (Spring, Struts, JSF, EJB, Jersey, JMS, JPA e Hibernate), CSS(Bootstrap), Javascript (JQuery, AngularJS), SQL, Angular, Atuação com Eclipse, Git, SVN, SQL Server, Oracle, WebSphere, Jenkins. Metodologias: SCRUM / Kanban / XP. Conhecimentos: Modelagem / UML.",0.3278
8,the same,the same,the same,Analista Programador Java," Atuar com desenvolvimento de sistemas utilizando linguagem Java. Ter experiência com Java, Oracle, Struts, PrimeFaces e com EJB. Ter conhecimento em Websphere Application Server, MQ e RAD (Rational Application Server).",0.325
9,the same,the same,the same,Desenvolvedor Java Pleno," Atuar nos sistemas Hibernate, JPA, JSF, EJB, Spring, Java Script: Bootstrap, AngularJS, JQuery, servidores de aplicação: JBoss, Tomcat e banco de dados: Oracle e SQL Server., Ensino Superior completo em Sistemas de Informação ou Sistemas da Computação., Desejável conhecimento em HTML5.",0.3245
0,"Core Developer,Senior Consultant,Consultant,VPS Consultant, Latin America,VPS Consultant,VPS Subcontractor Consultant,Trainee - VPS Consultant,Trainee - Programmer,Trainee - Oracle Database Pre Sales,Trainee - Programmer","Bachelor,Computer Science,Data Processing and Data Processing Technology/Technician","Oracle,Weblogic,SOA,Java Enterprise Edition,Pre-sales,Java,Enterprise Architecture,JBoss Application Server,Cloud Computing,Websphere,UML,Tomcat,Web Content Management,Solution Architecture,Scrum,Portals,Telecommunications,Web Services,Shell Scripting,Enterprise Software,Ant,Web Applications,WebLogic,Maven,REST,Unix,Pré-vendas,Enterprise Portals,Hibernate,JUnit,Solaris,Agile Project Management,Computação em nuvem,WebSphere Application Server,Infrastructure,Objective-C,Unix Operating Systems,Spring,Struts,JDBC,CVS,Design Patterns,SOAP,PostgreSQL,OpenText Portal,Vignette,OpenText WEM",Trainee em Sistemas da Informação / Ciências da Computação," Atuar na área de desenvolvimento Java., Ensino Superior cursando.",0.1996
1,the same,the same,the same,Sr Information Security Consultant," As a Senior Consultant, you should have hands-on information security experience, and a Bachelor\'s Degree in a related technical field. In addition, you should have expertise and experience in technical and professional areas., Working experience with Vulnerability Management, IDS/IPS, and Incident Response. Experience with performing system audits and security assessments, and in interfacing with external auditors. Experience with reporting security metrics (dashboards, KPIs, KRIs)., Understanding of Web applications and Layer 7 network protocols. Ability to operate independently as an information security advisor and, where necessary, a hands-on contributor on technology deployments and other projects.",0.1681
2,the same,the same,the same,Analista Desenvolvedor Java Sênior," Desenvolver aplicações Java que utilizam certificado digital para autenticação de usuários e de servidores. Elaborar arquitetura incipiente da aplicação. Escolher os frameworks e bibliotecas necessárias para o desenvolvimento da aplicação. Desenvolver ou estender frameworks ou bibliotecas necessárias para a aplicação. Preocupar-se com os requisitos não funcionais da aplicação como segurança, performance e escalabilidade. Atuar no desenvolvimento das funções mais críticas da aplicação como segurança, integração e otimização. Planejar melhorias que não prejudiquem o funcionamento atual da aplicação. Coordenar e auxiliar os demais desenvolvedores da equipe, garantindo que os padrões e a arquitetura estabelecida estão sendo seguidos e o conhecimento está sendo propagado. Definir e desenvolver como será a comunicação com outras aplicações. Desenvolver fluentemente na plataforma JAVA/JEE. Elaborar roteiro de testes e implantação da metodologia de teste TDD (TEST DRIVEN DEVELOPMENT). Implantar os valores e as práticas das metodologias ágeis XP (Extreme Programming) e SCRUM. Desenvolver aplicações Java que utilizam certificado digital, demais serviços correlatos e inerentes ao perfil do profissional, observado o objeto desta licitação. Diagnosticar defeito em software(s)., Ter atuado com análise e levantamento de requisitos para projetos Web. Ter atuado como analista desenvolvedor java sênior. Experiência em desenvolvimento com o banco de dados Oracle. Experiência em desenvolvimento em aplicações Java que utilizam certificado digital para autenticação de usuários. Escolha das melhores tecnologias a serem adotadas nos projetos de desenvolvimento de software da plataforma JEE 7 e as tecnologias que a compõe. Web Application Technologies: Java Server Faces 2.2, Java API for JSON Processing e Java Servlet 3.1. Enterprise Application Technologies: Contexts and Dependency Injection for Java 1.1, Dependency Injection for Java 1.0, Bean Validation 1.1, Enterprise JavaBeans 3.2, Interceptors 1.2, Java Persistence 2.1, Java Message Service API 2.0, Java Transaction API (JTA) 1.2. Web Services Technologies: Java API for RESTful Web Services (JAX-RS) 2.0, Implementing Enterprise Web Services 1.3, Java API for XML-Based Web Services (JAX-WS) 2.2. Java EE-related Specs in Java SE: Java Architecture for XML Binding (JAXB) 2.2. da plataforma JEE 6 e as tecnologias que a compõe. Web Application Technologies: Java Servlet 3.0, JavaServer Faces 2.0, JavaServer Pages 2.2 / Expression Language 2.2 e Standard Tag Library for JavaServer Pages (JSTL) 1.2. Enterprise Application Technologies: Contexts and Dependency Injection for Java (Web Beans 1.0), Dependency Injection for Java 1.0, Bean Validation 1.0, Enterprise JavaBeans 3.1, Java Persistence 2.0, Java Message Service API 1.1, Java Transaction API (JTA) 1.1. Web Services Technologies: Java API for RESTful Web Services (JAX-RS) 1.1, Implementing Enterprise Web Services 1.3, Java API for XML-Based Web Services (JAX-WS) 2.2. do Framework JBOSS SEAM 2.2 e as tecnologias que o compõe. Web Application, Technologies: Java Server Faces 1.2. Enterprise Application Technologies: Enterprise, JavaBeans 3.0 e Java Persistence 1.2. Conhecimento do Framework J Company 3.2 e as tecnologias que o compõe Struts e Hibernate, linguagem Java em suas versões 6, 7 e 8. Utilizando entre outras características reflection e para Java 8 lambda. Conhecimento dos servidores de aplicação JBOSS 5.1, JBOSS 6 e Wildfly 8.2 além do container Apache Tomcat 5.5, da clusterização do JBOSS 5.1, 6 e Wildfly 8.2. Conhecimento dos frameworks de desenvolvimento para SSO (Single sign- on): JOSSO, CAS (Central Authentication Service) e PicketLink. Conhecimento das bibliotecas para construção de componentes JSF: Rich Faces e Prime Faces. Conhecimento das ferramentas para desenvolvimento de relatório (IReport, Birt e Dynamic Jasper). das bibliotecas XStream para manipulação de Xml e IText para desenvolvimento e manipulação de PDF. Conhecimento do framework de integração Apache Camel. Conhecimento dos pacotes de segurança do Java Cryptography Architecture (JCA) (includes the Java Cryptography Extension (JCE), Java PKCS#11 Reference Guide X.509 Certifcate and Certificate Revocatoin Lists (CRLs), Java CertPath API On-line Certificate Status Protocol (OCSP). E da API para manipulação de certificação digital bouncy castle, Digital Signatures for PDF Documents utilizando itext, XML Digital Signature API, em SSL (Security Socket Layer) e implementação deste no JBOSS, TOMCAT e Undertow. Da IDE de desenvolvimento eclipse. Conhecimento da ferramenta para controle de versão subversion bem como seu cliente apache, TortoiseSVN, ferramenta de gerenciamento e automação de projetos APACHE MAVEN em TDD (Test Driven Development) e desenvolvimento de testes unitários utilizando JUNIT e MOCKITO. Conhecimento em TDD (Test Driven Development) e desenvolvimento de testes unitários utilizando JUNIT e MOCKITO. Conhecimento de desenvolvimento para o banco de dados relacional Oracle, da metodologia ágil XP e experiência na adoção de suas práticas como desenvolvimento orientado a testes, refatoração, código coletivo e design incremental. ",0.1441
3,the same,the same,the same,Desenvolvedor Java Sênior," Desenvolver aplicações Web e Web services / APIs em Java. Manutenção e testes., Experiência profissional. Desenvolvedor de software, tendo trabalhado mais especificamente com Java e Spring Framework., Ensino Superior em Ciências da Computação, ou campo relacionado., Conhecimento avançado em arquiteturas enterprise, patterns e cloud computing. Conhecimento em Apache Kafka, Spring Boot e Spring Cloud.",0.1412
4,the same,the same,the same,Analista Programador Java Júnior," Atuar com análise, desenvolvimento em Java EE e programação em Java., Experiência com programação em Java, atuando com JasperReports, EJB 2 e 3, Hibernate, Spring FrameWork, JSF, Servlet, Junit 4, RichFaces, Eclipse, Tomcat / Weblogic / Websphere / JBOSS e Multi-Thread, Struts, JSP, JavaScript, Ajax, JQuery, Maven, RTC, Web Service. Conhecimentos em banco de dados (Desejável Oracle e SQL Server). Conhecimento de Design Patterns e UML. Conhecimento em modelagem de banco e metodologia Ágil.",0.1404
5,the same,the same,the same,Analista Programador Java," Atuar com desenvolvimento de aplicações JAVA baseadas nas tecnologias Java Servlet, e Java Server Pages (JSP) para servidores de aplicações e servidores de aplicação web, tais como Jboss, WebLogic, WebSphere, Apache Tomcat, entre outros. Conhecimentos profundos de IDE\'s (Eclipse e Netbeans), Javascript, HTML, XML e Spring Batch. Codificar programas e testesunitários (JUnit), Conhecimentos práticos de sistema operacional, banco de dados relacional. Implantar as aplicações desenvolvidas., Experiência em desenvolvimento usando ferramentas Java Standard Edition (Java SE), Java Enterprise Edition (JEE).",0.1391
6,the same,the same,the same,Programador Java," Sustentação de projetos em Java. Servidor de aplicações: Weblogic (gerenciamento), Ant, Jasper. SQL: Oracle e DB2. Conhecimentos de infraestrutura distribuída (aplicações web). SVN e Jira. Metodologias ágeis (Scrum). Experiência em Java (JEE), Enterprise Java Beans, Struts 2, JSP/Servlet, Hibernate 3, JPA, Spring, Web services (SOAP/REST)., Ensino Superior.",0.1376
7,the same,the same,the same,Analista de Segurança de Aplicações de TI," Will deliver consulting services and pre-sales support, handling technical presentations, proof of concepts and also working as a consultant to large B2B customers on their deployment of secure application development, helping to connect information security and application development teams., Work experience.",0.1367
8,the same,the same,the same,Trainee SAP CO," Irá atuar com aplicação de notas, projetos de implementação.",0.1304
9,the same,the same,the same,Analista de Tecnologia da Informação - Vignette," Atuar com projetos de diferentes tecnologias de Portais. Experiência com desenvolvimento front- end em OpenText Vignette. Ter conhecimento de desenvolvimento Java. Experiência com HTML, CSS, Javascript e jQuery, prática de continuous integration, testes unitários e automação de deploy., Ensino Superior completo em Tecnologia.",0.1279
0,"Analista de Sistemas Sênior,Senior Windows Phone Developer,Analista de Desenvolvimento Sênior,Fundador e Desenvolvedor .NET,Líder de desenvolvimento,Colaborador,Desenvolvedor .NET Sênior,Programador Junior","Superior Incompleto,Análise e Desenvolvimento de Sistemas,Processamento de Dados","Xamarin,.NET,Windows Phone,Silverlight,Microsoft .NET,Android,Visual Basic,Sistemas operacionais,Windows Azure,WPF,Visual C#,Microsoft SQL Server,Mobile Applications,VB.NET,iPhone,PostgreSQL,Java,Windows 8,Scrum,Objective-C,Gestão de projetos,ITIL",Desenvolvedor .NET," Microsoft SQL Server, C#, Amazon Web Services, ASP.NET MVC, JavaScript, Web Development, Google Analytics, JQuery, React.js, REST, CSS, Windows Phone, Comércio eletrônico, E-commerce, Bootstrap, Scrum, Git, Microsoft Office., Experiência nas atividades descritas., Tecnólogo ou Ensino Superior completo na área de Tecnologia.",0.3453
1,the same,the same,the same,Analista Desenvolvedor .NET," Atuar com desenvolvimento .NET, programação, teste e as demais rotinas do cargo., Superior completo ou cursando em Engenharia ou Ciência da Computação Conhecimento das ferramentas: .Net, .Net Core, C#, HTML, Bootstrap, Angular JS, Javascript, JQuery, CSS, ASP.NET, MVC, Web Forms, WCF, Web Services, Windows Forms, Windows Services, Web API, AngularJS, JQuery, Javascript, Ajax e Xamarin. Experiência em Ionic, IIS, VB6, TFS, Git, SVN, Scrum, Visual Studio, Visual Studio Code, Sharepoint, Azure, AWS, SQL Server, Oracle e MySQL. Desejável experiência em Microsoft Sharepoint e Slack. Desejável Inglês fluente.",0.3163
2,the same,the same,the same,Desenvolvedor Xamarin Sênior," Desenvolvimento de aplicações mobile e desktop em Xamarin., Experiência com: C#, Xamarin (Windows, iOS, Android), WPF, Xamarin Forms, GIT.",0.2978
3,the same,the same,the same,Desenvolvedor .NET," Atuar como Desenvolvedor .NET Sênior, com desenvolvimento na linguagem .NET., Experiência com desenvolvimento na linguagem .NET., Ensino Superior completo em cursos relacionados ao ramo de TI.",0.2945
4,the same,the same,the same,Desenvolvedor .NET," Atuar como Desenvolvedor .NET Júnior, com projetos Web., Necessário experiência em desenvolvimento na linguagem .NET.",0.286
5,the same,the same,the same,Desenvolvedor .NET," Atuar com desenvolvimento .NET C#, ASP.NET e Visual Studio 2013 e banco de dados SQL Server, nível pleno., Imprescindível experiência com desenvolvimento .NET C#, ASP.NET e Visual Studio 2013. , Vivência em banco de dados: SQL Server. Conhecimento em DB2.",0.2755
6,the same,the same,the same,Programador de Sistemas Senior," Atuação com Visual Basic 6 ou Visual Basic .NET, DOT NET / C#, banco de dados Friebird, MySQL e SQL Server. Desenvolvimento Web, desktop e Mobile., Experiência com as atividades descritas. Ter trabalhado em desenvolvimento de ferramentas para uso hospitalar será um diferencial., Ensino Superior completo.",0.2754
7,the same,the same,the same,Programador .NET Sênior," Desenvolvimento e manutenção de sistemas, VB6, .NET, C#, Visual Studio 2012, JavaScript, HTML, CSS e bancos de Dados SQL Server.",0.2746
8,the same,the same,the same,Programador .NET," Desenvolvimento de sistemas .NET em plataforma Desktop. Conhecimentos em C# ou VB.NET e banco de dados SQL Server., Ensino Superior.",0.2728
9,the same,the same,the same,Desenvolvedor Mobile," Irá atuar com manutenção preventiva, corretiva e evolutiva de aplicativos Android, IOS, Windows Phone, Xamarin C# e APIs.NET já desenvolvidos, além da criação de novos aplicativos Android, Ios, Windows Phone, Xamarin C# e APIs .NET, criar e dar suporte na criação de documentação técnica (UML), suporte no controle e manutenção de IIS, suporte no controle e manutenção de Banco de Dados SQLServer., Desejável experiência em gestão de Servidor Windows Server 2008 R2 Datacenter. Experiência em programação nativa para Android, IOS ou Windows Phone e/ou com Xamarin C# em APIs .NET. , Ensino Técnico ou Superior. Desejável pós- graduação., Conhecimento em Ajax, software de controle de versão (GIT) e controle de horas. Conhecimentos em MVC, C#, linguagem de diagramação (HTML, DHTML), CSS (Cascate Style Sheet), Javascript, XML, análise estruturada e orientada a objetos Web Services (API JSON). Diferencial conhecimento em Xamarin C# e Voip Mobile.",0.2722
0,"Analista de desenvolvimento web,Desenvolvedor Front-End,Desenvolvedor Front-End,Instrutor Web","Tecnólogo,Sistemas para Internet,Sistema de Informação","HTML5,CSS,XHTML,WordPress,JavaScript,HTML,Adobe Photoshop,Adobe Dreamweaver,PHP,JQuery,Web Development,Git,Scrum,Google Analytics,MySQL,Dreamweaver,Front-end,Web design,User Interface Design,sass,less,Microsoft Excel,Linux,AJAX,GitHub,Microsoft Office,SQL,Desenvolvimento de sites,Sistema front-end,Desenvolvimento de interfaces,Design de interface do usuário,Experiência do usuário,SEO (Otimização de motores de busca),Aplicativos web,Metodologias ágeis",Desenvolvedor .NET," Microsoft SQL Server, C#, Amazon Web Services, ASP.NET MVC, JavaScript, Web Development, Google Analytics, JQuery, React.js, REST, CSS, Windows Phone, Comércio eletrônico, E-commerce, Bootstrap, Scrum, Git, Microsoft Office., Experiência nas atividades descritas., Tecnólogo ou Ensino Superior completo na área de Tecnologia.",0.3219
1,the same,the same,the same,Instrutor de Informática / Computação Gráfica," Ministrar os cursos oferecidos pela escola, aplicar atividades e retirar dúvidas., Experiência na função., Ensino Superior em Designer Gráfico ou Web Design., Conhecimento em Adobe Illustrator e Photoshop, Adobe InDesign, HTML / CSS com Dreamweaver e Adobe Afte.",0.321
