,exp,edu,hab,v_tit,v_desc,sim
8,the same,the same,the same,Analista de Sistemas," Fazer levantamento de requisitos, elaboração e coordenação de projetos, programação e suporte a usuários do sistema (TOTVS - Protheus)., Experiência em TOTVS - Protheus (Compras, Estoque/Custos, Faturamento, Financeiro, Contabilidade, Livros Fiscais, Ativo Fixo, Ponto Eletrônico, Gestão de Pessoal e Configurador). Programação linguagem ADVPL orientada a objetos e SQL Server. Desejável Qlikview.",0.7401
9,the same,the same,the same,Analista de Sistemas," Ser responsável pela operacionalização da revisão e implantação, conforme o módulo, com time interno de Analista de Recursos Humanos e Analista ERP - RM. Vivência na implantação de folha de pagamento Labore, sistema de ponto Chronus e RH Vitae, para projeto de médio prazo para consolidação & transição de sistemas utilizados atualmente e preparação para e-social., Necessário conhecimento das ferramentas Chronus / Labore / Vitae.",0.7373
0,"Analista de negócios,Analista de Departamento Pessoal,Analista de Suporte Pleno,Professor de Informática,Analista de Suporte | Back Office,Instrutor de Informatica","Pós-Graduação - Gestão de Pessoas e de Negócios - Especialização em Técnicas de Liderança,Gestão da Tecnologia da Informação,Information Technology","Governança de TI,ITIL,Microsoft Office,Windows Server,Windows,Computer Hardware,Liderança de equipe,Gerenciamento de serviços de TI,Microsoft Excel,Servidor Windows,Microsoft Project,Microsoft Windows,Windows XP,COBIT,Estratégia empresarial,Service Desk,Sistemas operacionais,Terceirização de serviços,Balcão de atendimento,IT Service Management,Strategic Planning,Gestão de incidentes,Business Strategy,Inteligência empresarial,Planejamento estratégico",Analista de Infraestrutura Sênior," Suporte de 3º nível para análise e solução de problema e implementação soluções, e elaborar procedimentos operacionais, manter documentação do parque computacional utilizando melhores práticas da ITIL. Prover suporte de 3º nível para o funcionamento da infraestrutura de TI abrangendo seus processos e atividades rotineiras., Ensino Superior completo na área de tecnologia de informação, ciências exatas, administrativas ou econômicas com Pós-graduação em infraestrutura de TI reconhecido pelo MEC. Experiência com suporte 3º nível atuando em corporações com mais de 10 servidores físicos e virtuais. Certificado MCSE Microsoft Certified System Engineer de Windows 2012 ou MCITP Microsoft. Certified IT Professional: Server Administrator de Windows Server 2008, e MCSA Microsoft. Certified Systems Administrator (MCSA) de Windows Server 2008 ou superior. Certificado Linux LPIC-1. Requisitos básicos: Domínio de sistema operacionais Windows Server 2008 ou superior. Domínio de AD, DHCP, File Server, Virtualização (Hyper-v ou Xen ou Vmware ou Nutanix). Conhecimentos básicos de administração de Backup, serviços de e-mail, serviços de colaboração, banco de dados, serviços de redes LAN/WAN (configuração de Router e Firewall). Conhecimento desejável: Domínio das atividades de administração de redes e infraestrutura para sistemas operacionais Linux. Conhecimento em gestão de equipamentos de tipo blades, arquitetura Risc, Robo de backup, e tecnologias especificadas no item 4 (especificação técnica), descrita neste termo de referência. Conhecimento avançado envolvendo a instalação. administração e configuração de servidores e storages, utilizando sistemas operacionais MS- Windows (2003 ou superior), GNU/Línux (Debian/Ubuntu) e CentOS. RedHat, VMware, e Scripting (Shell Script). Conhecimento avançado envolvendo a instalação. configuração e administração de redes LAN. Incluindo switches. firewall, NAC, Linux, Microsoft Windows 2003 Server (ou Windows 2008 Server), Squid, Snort, Active Directory. NT P, BINO, com a implementação de VLANs e recursos para aprimoramento dos aspectos de segurança da informação e performance em tais redes. Conhecimento avançado na administração de bancos de dados nas plataformas Oracle, Microsoft SQL Server, PostgreSQL e MySQL. Conhecimento avançado em Microsoft Exchange. Domínio das atividades relacionadas com a administração de SGBD'5 em ambiente Linux. Conhecimento avançado em equipamento de redes (servidores de rede, switches. roteadores, firewall). Conhecimento avançado em serviços de diretórios Active Directory, serviços DNS/WINS, DHCP e 'AS.",0.7765
1,the same,the same,the same,Consultor SAP BASIS PL," Elaboração de Especificação funcional, Participação em testes unitários e integrados, Instalação ECC/ PI/ BW, Backup/ Restore, Instalações de ADD ON\'S, Aplicação Notas/ Support Package, Rotas de transporte, EWA, Perfis de Acesso, Administração de mandantes., Necessário experi~encia comprovada em suporte com atendimento a incidentes e melhorias, ou atuação em projeto de implementação., Ensino superior em Ciências da Computação ou Sistemas da Informação, Engenharia de Produção., Ter boa comunicação e conhecimentos em informática, Academia SAP Basis, Certificação SAP,Conhecimentos Instalação Solman, Conhecimentos em Upgrade, Homogeneus e no Sistema Operacional Unix.",0.7542
2,the same,the same,the same,Analista de Tecnologia da Informação," Desenvolve, implanta e presta suporte a sistemas de informação e soluções tecnológicas, definindo requisitos e especificando sua arquitetura. Instala e customiza softwares, administra sistemas e configura procedimentos de segurança de rede., Conhecimentos em rotinas hospitalares (Faturamento, financeiro, convênios, recepção, farmácia, centro cirúrgico, UTI, emergência). Conhecimentos de PC (troubleshooting de hardware e Windows). Conhecimentos em redes (cabeamento, switch, patch panel). Conhecimento em produtos e serviços da família Microsoft (Windows Server (2008,2012), Sharepoint, AD, DHCP, DNS, WSUS, GPO). Conhecimentos em Linux (comandos básicos) e alguns serviços (Openfire, GLPI, Owncloud). Familiaridade com algum sistema hospitalar como o Wareline (será um diferencial), Tasy, MV, Totvs Gestão Hospitalar, Doctors, WPD, dentre outros.",0.7462
3,the same,the same,the same,Analista de Suporte TI," Dará suporte a clientes por telefone (remotamente) e/ou presencial para problemas pontuais em estações e servidores Windows e Linux mediante chamado aberto. Implantará projetos de TI em Redes Windows e Linux, segurança da Informação com Firewall Appliance e/ou virtual Sonicwall, PFSense,Endian. Dará suporte a infra de rede interna da Empresa., Ensino Médio Técnico., Conhecimento em LibreOffice, Lotus Notes, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Open Office, StarOffice. Sistemas Operacionais: Linux, Windows.",0.7459
4,the same,the same,the same,Analista de Suporte - Sistemas Operacionais," Dar suporte em infraestrutura de TI contendo servidores Linux, Windows Server, bancos de dados (Oracle, MySQL, PostgreSql), serviços de rede (DNS, DHCP, Proxy, Zabix, NAGIOS, etc), Firewall, filtro de conteúdo. Virtualização (VMWARE). Apresentação cópia da Carteira de trabalho e validação de currículo, podendo, ou não, as informações constantes do documento serem confirmadas pela CMBH junto as empresas pelas quais o profissional passou., Ensino Superior completo ou cursando na área de informática.",0.7448
5,the same,the same,the same,Analista de Segurança da Informação," Priorizar e agilizar a entrega de demandas e projetos, relacionados a Segurança da informação. Foco em gestão de acessos na ferramenta IAM/IDM e SIEM., Vivência como Analista de Segurança da Informação. Vivência em Segurança de Redes e sistema operacional Windows. Conhecimentos nas ferramentas: IDM, SIEM, LDAP, AD, IDS/IPS, Firewalls, AntiSPAM e Anti Vírus. Certificações Microsoft: MCITP (Enterprise Desktop Support Technician) e MCSE: Desktop Infrastructure. Certificações: CAPM PMI, ISO 27002, ITIL Foundation e/ou ISO20000 Foundation Certificate.",0.7433
6,the same,the same,the same,Gerente Técnico," Gerenciamento da equipe de suporte e infraestrutura. Sistemas operacionais servidores Windows e Linux. Virtualização, administração de Storages e backup. Sistemas de correio eletrônico, gestão de serviços de TI, gerenciamento de projetos, segurança da informação, servidores de aplicação, banco de dados Oracle / SQL. Gestão de processos ITIL., Certificações obrigatórias: ITIL v3-Foundations e certificação de sistema operacional. Certificações desejáveis: Linux LPI 2, ITIL v3 - Intermediate, 70- 411-Administering Windows Server 2012, 70-410 - Installing and Configuring Windows Server 2012, 70- 412-Configuring Advanced Windows Server 2012 Services, PMP e COBIT., Ensino Superior completo em qualquer área de TI ou em qualquer área e curso de Pós-graduação em TI.",0.7431
7,the same,the same,the same,Analista de Infraestrutura Pleno," Ambientes de TI com mais de 2 mil usuários. Atendimentos e tratativas de chamados em Suporte Técnico. Suporte em servidores físicos e virtuais. Execução e validação de backups. Execução e validação de check lists técnicos, VMware e Microsoft., Conhecimentos em tecnologias, Microsoft: Windows Server 2008 R2 e superiores, serviços de Active Directory, DHCP, WSUS, DNS, File and Print Services, etc. Windows Client versão 7 e superiores. VMware: vSphere 5.5 e 6.5. vCenter Server 5.5 e 6.5. ESXi 5.5 e 6.5. Diferencial: Veeam backup, IBM Tivoli Backup, Switches DELL iSCSI, Brocade e IBM FC, Storages DELL Equallogic, EMC VNX e IBM v7000,",0.7429
8,the same,the same,the same,Analista de Infraestrutura," Planejamento, provisionamento de infraestrutura e suporte em ambiente IaaS (AWS, Azure e Google Cloud Platform). Gestão de TI e telefonia interna. Planejamento e Implantação de sistemas de colaboração e comunicação, helpdesk e treinamento., Ensino Superior completo. Desejável certificações Google Cloud Platform e G Suite, Microsoft MCSA Office 365 e MCSA Cloud Platform, Amazon AWS Certified Solutions Architect - Associate. Experiência na operação da Amazon Web Services, Azure e Google Cloud Platform. Desejável conhecimento em Linux.",0.7426
9,the same,the same,the same,Técnico Eletrônico," Atuar na area de manutenção ou implantação de equipamentos.Módulos do Sistema ERP: Gestão de Serviços; Sistema Integrado de Gestão Organizacional (SIGO); Integração: Qualidade, Meio Ambiente e Segurança (NR 01 - OS e NR 06 - EPI).Team Viewer, Ares, Cronos, Hades, NR 10 - Instalações e Serviços em Eletricidade, NR 35 - Trabalho em altura., Experiência comprovada em carteira., Ensino Superior em Engenharia Elétrica ou Áreas afins., Curso Técnico em eletrônica, mecatrônica ou eletrotécnica completo , cursando ou concluído",0.741
0,"Consultant,Big Data Analyst,Analista de Risco de Mercado,Analista de Risco de Mercado","MBA Biga Data,Data Science,Master of Business Administration (MBA),Finance, General,Interrompido,Bachelor of Technology (BTech),Ciência da Computação,Media Global: 8,7  Trabalho de Graduação: 10","Big data,Hadoop,R (linguagem de programação),Python,Apache Spark,Hive (Linguagem de Programação),Microsoft SQL Server,Java,MySQL,MapReduce,Banco de dados,SQL,Git,ITIL,VBA,Scrum,Kanban,Financial Markets,Derivatives,Modelagem de dados,Capital Markets,Fixed Income,Derivativos,Valuation,Investment Banking,Mercado de capitais,Mercados financeiros,Risk Management,Market Risk,Liquidity Risk,Bloomberg,FX Options,Renda fixa,Banco de investimento,Financial Risk,Gestão de riscos,Inteligência empresarial",Arquiteto Oracle Pleno," Atuar como arquiteto de soluções pacote Oracle., Conhecimentos em OSB, BPEL, BAM, OAG, SOA, OTD, WCS, OAM, OEM, BPM, Consultor sênior para as atividades relacionadas a aquisição de dados (integração de dados) e gerenciamento de Dados Mestre (MDM). Database Administration (OLTP and OLAP) Oracle RAC and Oracle Data Guard, Web Servers, WebCenter Portal Framework. Application Servers Administration, Security Administration (LDAP/ SSL), ETL process - Extract, Transform and Load(Oracle ODI), Replication in heterogeneous IT environments (Oracle GoldenGate).",0.7945
1,the same,the same,the same,Analista de Sistemas / Desenvolvimento," Atuar na área de análise e desenvolvimento de sistemas e desenvolvimento de Software., Ensino Superior completo na área de Tecnologia da Informação. Desejável Pós- Graduação na área de TI e áreas correlatas., Noções das melhores práticas de Gestão de TI (PMBOK, ISO 27001, ISO 27002, ITIL, COBIT) e metodologias ágeis (Scrum, FDD e XP). Capacidade para trabalhar em equipes multidisciplinares, focando mais nos resultados de toda equipe e do projeto como um todo ao invés de se dedicar apenas aos resultados individuais. Habilidades de organização, iniciativa, independência, relacionamento interpessoal. Habilidade de se comunicar sucintamente, com clareza, veracidade e urbanidade. Capacidade analítica e de julgamento que considere custo, benefício e risco. Busca do aprendizado contínuo. Negociação, Trabalho em Equipe, Trabalho sobre pressão e Organização. Oracle Certified Master, Java EE 6 Enterprise Architect ou Oracle Certified Professional, Java EE 6 Web Component Developer ou Java EE 6 Java Persistence API Developer Certified Expert (1Z0- 898) ou Java EE 6 JavaServer Faces Developer Certified Expert (1Z0-896) ou EE 6 Web Services Developer Certified Expert 1Z0-897 Oracle Application Express (APEX) 4: Developing Web Applications 1Z0-450 Oracle Forms: Build Internet Applications 1Z0-141 ou Oracle Forms Developer Release 1 to Rel. 6/6i New Features 1Z0-130 ou Oracle Forms: Build Internet Applications 1Z0-141 Oracle Mobile Development 2015 Essentials (1Z0- 441) ou Oracle Certified Professional Java ME 1 Mobile Application Developer ou Sun Certified Mobile Application Developer (SCMAD) ou Acumenio Phone Gap Certified Expert ou OESF Certified Engineer for Android™ (ACE) ou Alfresco Certified Engineer (ACE). Microsoft 70-480: Programming in HTML5 with JavaScript and CSS3. Java SE 6 Programmer Certified Professional 1Z0-851. Oracle Database 11g: Advanced PL/SQL 1Z0-146. Alfresco Certified Administrator (ACA). Alfresco Activiti Certified Administrator (AACA). Adobe Photoshop CS3 ou Adobe Dreamweaver CS3.",0.7788
2,the same,the same,the same,Software Engineer," Use open source technology, scrum, design sprints, squads and agile development Develop solutions to help consumers in the loan application process. Develop high quality code and to work in multi-disciplinary high- performance teams., Experience with back-end, Ruby skills, Unit, integration and acceptance testing, API design with JSON API spec, Object Oriented Design, Domain Driven Design (DDD), Refactoring Techniques, Messaging (Sidekiq, RabbitMQ), Git. Desirable experience with other programming languages, integrating with Ember or another SPA framework, infra provisioning (Ansible), Devops, Vanilla Javascript.",0.771
3,the same,the same,the same,Programador Back-end - Sênior," Design, architect and implement high-traffic, large-scale web APIs. Build infrastructure on top of AWS services: DynamoDB, RDS, SQS, ElastiCache, ElasticSearch, SNS, Route 53, CodeDeploy, CloudFormation., Trong experience developing data driven web applications (including knowledge in web servers, load balancing, caching, databases, replication, etc.)Strong understanding of object-oriented design and software development principles Excellent problem solving, analytic skills, excellent written and verbal communications skills You know how and where to store large amounts of data using SQL (MySql) and NoSQL (Redis, DynamoDB) databases. Git experience. Strong CS fundamentals Mastery of at least one object oriented language (Java, C#, C++, Ruby, Python). Experience working with Java RESTful frameworks and related tools. Cloud development/deployment/management (preferable AWS) Strong handle on the TCP and HTTP stack, request batching, request optimization, sockets and DNS. Experience working with systems engineering. Experience doing full stack development Experience scaling and monitoring systems on AWS. Experience with Java Experience with dynamic languages (Python, Ruby, Javascript). Experience automating systems orchestration with Ansible and CloudFormation, or similar technology. Familiarity of working on large-scale, high volume applications. DevOps Tools (Jenkins, Chef, Vagrant, Docker) , Graduação em andamento ou completa.",0.7701
4,the same,the same,the same,Desenvolvedor Android - Sênior," Will work with people with multidisciplinary skills (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our user., Must have experience in Java or Kotlin Language, developing and designing advanced applications on the Android platform, GIT, we work with pull request, promoting a constant code-review, Agile methodologies (XP and Scrum). Experience with REST APIs and other external data sources, material design, Android Support Library. Proven mobile development. Work with different device dimensions (tablet, cell phone, etc). General knowledge of the mobile environment, such as architectures, standards, trends and emerging technologies. Familiar with the process of submitting apps to the Play Store. Nice if you have experience in continuous integration / continuous deploy (Travis). Experience with unit tests / automated UI tests, Fetch GraphQL APIs Google Analytics, React Native e iOS - Swift or Objective-c.",0.7693
5,the same,the same,the same,PHP Sênior / Laravel Developer," Desenvolver produtos e serviços que agregam valor para a sociedade de forma sustentável com responsabilidade social e ambiental. Com o objetivo de influenciar positivamente o ambiente corporativo por meio da tecnologia Blockchain, tornando-o mais eficaz e flexível de acordo com as necessidades de cada mercado., Proficiency in PHP 7, Javascript and the Laravel MVC framework version 5.4. Fluency in written and spoken English. Experience in web application development. A STEM degree (Comp. Sci., Information Systems, I. T., Engineering, Math, etc.) is a plus",0.7678
6,the same,the same,the same,Analista de Sistemas / Análise e Experiência de Usuário.," Atuar na área de análise e desenvolvimento de sistemas e desenvolvimento de Software., Ensino Superior completo na área de Tecnologia da Informação. Desejável Pós- Graduação na área de TI e áreas correlatas., Noções das melhores práticas de Gestão de TI (PMBOK, ISO 27001, ISO 27002, ITIL, COBIT) e metodologias ágeis (Scrum, FDD e XP). Capacidade para trabalhar em equipes multidisciplinares, focando mais nos resultados de toda equipe e do projeto como um todo ao invés de se dedicar apenas aos resultados individuais. Habilidades de organização, iniciativa, independência, relacionamento interpessoal. Habilidade de se comunicar sucintamente, com clareza, veracidade e urbanidade. Capacidade analítica e de julgamento que considere custo, benefício e risco. Busca do aprendizado contínuo. Negociação, Trabalho em Equipe, Trabalho sobre pressão e Organização. Human Factors Certified User Experience Analyst™ Certification (CXA) ou Human Factors Certified Usability Analyst (CUA) ou NN/g UX Interaction Design Certification ou NN/g UX Mobile Design Certification ou NN/g UX Management Certification ou NN/g UX Research Certification ou NN/g UX Web Design Certification ou NN/g UX Master Certification (UXMC). Certificações Desejáveis IREB Certified Professional for Requirements Engineering / Foundation Level (CPRE FL) ou IREB Certified Professional for Requirements Engineering / Advanced Level (CPRE AL) ou IREB Certified Professional for Requirements Engineering / Expert Level (CPRE EL) ou IREB Certified Professional for Requirements Engineering (CPRE RE@Agile) ou ALATS Certificação Brasileira de Teste de Software (CBTS) ou IBQTS Analista de Testes Certificado Nível Fundamental (ATC-NF) ou ISTQB Foundation Level (CTFL) ou iSQI Certified Agile Tester (CAT).",0.7659
7,the same,the same,the same,Desenvolvedor Front-end," Developing a global platform. (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our users. Maintenance and testing., Experience SPA (Angular, React, BackBone), HTML5, CSS3, Modern JavaScript ES6+, Webpack/Browserify, GIT, Responsive Layout, Good practices and front- end pattern knowledge, Advanced English, B.S., M.S., or PhD. React, React Native, Redux, Apollo/Relay, Flexbox e GraphQL. Some functional programming knowledge Python/Ruby/Java/Scala.",0.7652
8,the same,the same,the same,Analista de Requisitos na área de TI," Irá atuar com documentação de requisitos funcionais e não funcionais. Construção de Dicionário de Dados e modelo do Banco de Dados; Padrão UML; Redação de Casos de Uso; Prototipação de Telas; Técnicas de Entrevista; Engenharia de Software., Experiência comprovada com documentação de requisitos funcionais e não funcionais. Construção de Dicionário de Dados e modelo do Banco de Dados; Padrão UML; Redação de Casos de Uso; Prototipação de Telas; Técnicas de Entrevista; Engenharia de Software., Ensino Superior cursando em Sistema de Informação, Ciência da Computação ou áreas afins., Onhecimento desejável em: CMMI e MPS.BR; BPMN; Análise de Ponto de Função; Enterprise Architect; Microsoft Visio; Bizagi; SCRUM. Certificações desejadas: Certified Associate in Project Management (CAPM); Certified Business Analysis Professional (CBAP); Certificação Scrum Product Owner (CSPO); Certified Function Point Specialist (CFPS); Certified Software Measurement Specialist (CSMS); OCUP: OMG Certified UML Professional, OCEB: OMG-Certified in BPMN.",0.7635
9,the same,the same,the same,Desenvolvedor CRM Sielbel," Atuar no levantamento de documentação necessária para início do projeto Atuar com report sobre status do projeto para GP e diretoria. Atuar com os módulos de Dynamic Catalog, Financial Service, Customer Order Managemen for Banking e Bem como análises non Credit. Ser responsável pelo Siebel Order Management Administration e também Server Administrator . Certificações em Desenvolvimento Siebel 8 Energy, Siebel Foundations, Siebel Server Administration, Siebel Remote Administration e Configuring an Application Using Siebel Tools., Ensino Superior completo.",0.761
0,"CEO,Head of Tyumen office (express retail loans),Head of the Retail Banking Business,Coordinator","Bachelor's degree,Economics","Business Development,Recruiting,Interviewing,Management,Microsoft Office,Team Building,Strategic Planning,Negotiation,Sales,Entrepreneurship,Coaching,Sales Management,Project Management,New Business Development,Public Speaking",Consultor SAP FI," As a SAP Financial Analyst, you will provide support for Project System module & Investment Management module, and Finance Asset Accounting sub module (e.g. Fixed Assets). Provide support to include data interface /processes implemented in ExxonMobil SAP systems. He/she will also provide consultation and design services in response to requests for enhancements to the projects/fixed assets processes implemented in the respective systems. Since Intercompany is a highly customized area, technical skills is a must. Candidate will make part of a global team with functional supervisor in USA. Candidate will provide regular routine support to users located mostly in Americas and Europe. Participate on Projects related to Intercompany area., The ideal candidate will have: Strong knowledge in SAP including tables and structures for Project System module, Investment Management module, and Finance Asset Accounting (e.g. Fixed Assets) sub module. Strong knowledge of SAP master data and transactional data, including Project Systems objects- work break down structures, project networks, as well as integration with other modules like MM, FI/CO, SD. Accounting principles: intermediate. English language fluency ? verbal and written. SAP 4.6x: Intermediate. SAP Fi Acct Module: Intermediate. SAP PS Module: Expert. SAP R/3: Intermediate",0.8412
1,the same,the same,the same,Sap Bpc Develope," Knowledge on ABAP, Script Logic, Administration (Dimensions, Models and Security), Transformation Files, Conversion Files, Packages. Master Data and Transactional Data, Flat file upload, BADI experience. Experience working with BW objects. Knowledgeable with the testing activities such as Define, create and execute Test Cases. Able to analyze Functional/Technical specifications, Problem solving, Unit/Regression testing, Data Structures, working in teams and tight deadlines, Experience with Analysis of requirements and create Product requirements as well as design, Technical Specifications. Experience working with automation tools such as Tidal.",0.841
2,the same,the same,the same,Sap Bw Developer," Provide a delivery status for the migration on a weekly basis, able to analyze Functional/Technical specifications, problem solving, Unit/Regression testing, Data Structures, working in teams and tight deadlines, Expert level (At least five years) experience working with Infocubes, Info Objects, Master Data and Hierarchy, Data modelling, ABAP (Routines / Transformations). Process chains, Analysis Authorizations, Data Extraction, Flat File uploads. Experience working with BPC objects is a Plus. Should have experience with Analysis of requirements and create Product requirements as well as design, Technical Specifications. Should have experience with Define, create and execute Test Cases. Experience working with automation tools such as Tidal.",0.8409
3,the same,the same,the same,SAP Deliver (SD)," As a SAP Application functional specialist in SD with deep knowledge on business processes must deliver projects and enhancements in Deliver area.  Analyze business issues and requirements, balancing the often competing needs for innovation and standardization/process harmonization, to develop/propose solutions.  Evaluate concurrent demands conflicts and drive best-in-class solutions for Business.  Execute end-to-end analysis to guarantee technical impact analysis to attend business requirements.  Responsible for implement solution, performing configuration, development specifications. Perform all governance documentation Perform testing, and supprot users during UAT cycles. Create accurate estimations for enhancements and projects in the Deliver area.  Must be able to determine change in priorities and adapt accordingly. Provide support off-hours as needed  Peform Peer Review for team deliverables and provide guidance for the team, B.A. /B.S. degree in Information Technology, Computer Science, or other related field; an advanced degree is desirable.  Of IT experience in a corporate environment or consulting supporting SAP SD projects is required.  Excellent knowledge of the SAP SD, SAP certification is desirable Some skills in ABAP programming, mainly for debugging is desirable.  SAP Solution Manager is desirable.  Highly experienced in environments with global IT governance Agile project delivery experience is desired.  Strong communication skills and advanced knowledge of English Additional competencies: Analytical skills and problem-solving skills.  Team player, result driven. ",0.8386
4,the same,the same,the same,"SAP Specialist FI - GL, CO and JVA Modules"," Financial analyst with experience implementing global IT solutions in SAP ECC 6 for global Oil and Gas Industry. Experience needed in areas of general ledger, cost center, profit center, profitability management, Joint Interest Accounting, Fixed Assets, projects to assets, transfer pricing and valuation items. Ability to perform IT design, configuration, prototyping, unit testing/documentation, batch variants setup and define management of change requirements. System Design skill with strong ability to collect business requirements, perform a fit/gap analysis, apply SAP industry best practices, and define use cases for implementations in a global environment. Ability to write solid and detailed functional and technical design documents in English, to be handed over to Developer or other project staff, covering design for configuration items and custom developments as well as work with business experts to understand their requirements, guide and advise them on best solution approach managing business experts with confidence. Focus area: Cost Accounting (CO). Specific experience in SAP ECC 6 FI process area: Cost Accounting (CO) and JVA modules. Solid demonstrable Upstream Oil & Gas experience. ABAP debugging skill is a plus. Experience with Agile framework (SAFe; Scrum; Kanban) is a plus., Experience, possesses and applies a broad knowledge of principles, practices, and procedures of particular field of specialization to the completion of difficult assignments. Skill Level. Safety Oriented Mindset. Proficient in English (written & verbal). Team Oriented Personality & Positive Attitude. Effective End User Communication (written & verbal). Analytical skills. Customer Oriented. Problem Solver. Time Management. Goal Oriented. Team Player. Efficient. Responsible. Creative. Interface at Executive level. Interface with the business/client - High, Medium, Low. Experience working with large teams. Experience working independently. Experience working with a global team.",0.8383
5,the same,the same,the same,"SAP Specialist - Fixed Asset, Project To Asset, And JVA Modules"," Overall description Financial analyst with experience implementing global IT solutions in SAP ECC 6 for global Oil and Gas Industry. Experience needed in areas of general ledger, cost center, profit center, profitability management, Joint Interest Accounting, Fixed Assets, projects to assets, transfer pricing and valuation items. Ability to perform IT design, configuration, prototyping, unit testing/documentation, batch variants setup and define management of change requirements. System Design skill with strong ability to collect business requirements, perform a fit/gap analysis, apply SAP industry best practices, and define use cases for implementations in a global environment. Ability to write solid and detailed functional and technical design documents in English, to be handed over to Developer or other project staff, covering design for configuration items and custom developments as well as work with business experts to understand their requirements, guide and advise them on best solution approach managing business experts with confidence. Focus area: Fixed Asset, Project to Asset Specific experience in SAP ECC 6 FI process area: Fixed Asset, Project to Asset, and JVA modules Solid demonstrable Upstream Oil & Gas experience. ABAP debugging skill is a plus. Experience with Agile framework (SAFe; Scrum; Kanban) is a plus Strong team work - share knowledge with others; training and support others as a more senior person. Senior level of profissional experience, possesses and applies a broad knowledge of principles, practices, and procedures of particular field of specialization to the completion of difficult assignments. Skill Level Safety Oriented Mindset, Proficient in English (written & verbal), Team Oriented Personality & Positive Attitude Effective End User Communication (written & verbal), Analytical skills, Customer Oriented, Problem Solver, Time Management, Goal Oriented, Team Player, Efficient, Responsible, Creative, Interface at Executive level. Interface with the business/client- High, Medium, Low Experience working with large teams. Experience working independently. Experience working with a global team.",0.8367
6,the same,the same,the same,NETWORK ENGINEER," Support and administration of WAN network and Security technologies as well as Cisco Enterprise Wireless networks, Coordinate MPLS, VSAT and ISP managed services (changes, implementation), Provide periodical reports to the IT Supervisors with analysis (Capacity Planning), Ensure that IT network documentation and processes exist and are updated on a regular basis, Liaise with the IT Architecture team to ensure that IT network standards are deployed and conduct product evaluations of upgraded or new hardware and software, identifying strengths, weaknesses, and potential benefits to the company, Liaise with the IT Security team and ensure that high level of security standards are maintained and operated across any network, Communicate with vendors, management and network staff worldwide, Attend training courses, seminars, conferences and exhibitions when required., Bachelor degree in Computer Science., Good knowledge of L3, L2 protocols such as EIGRP, MPLS, VPNs, Spanning Tree. - ITIL Certified is Preferred, - Cisco certification is a plus (Recommended).",0.8355
7,the same,the same,the same,Senior Software Engineer," Participate in the design, implementation and validation of the application software to support the company\'s device process for high-volume manufacturing environment. Work on the assigned software development tasks including coding, validation & deployment .Interface with functional teams to achieve the BE Process design and implementation .Work with the Brazil technical team in the integration of the new feature into the global program targeted .Observe, propose and participate in the Design of Process improvement activities .Adhere to formally developed Firmware/Software Development Procedures being practiced by all members., BS in related field or equivalent work experience, MS (nice to have) Strong Object Oriented Programming using C++ and .Net. Embedded Systems experience. Continuous integration Skills Team Player a must with experience on Agile environments. Proactive & resourceful. . Fluent English US VISA B1/B2 (nice to have)",0.8355
8,the same,the same,the same,Network Engineer," Support and administration of WAN network and Security technologies as well as Cisco Enterprise Wireless networks; Coordinate MPLS, VSAT and ISP managed services (changes, implementation); Provide periodical reports to the IT Supervisors with analysis (Capacity Planning); Ensure that IT network documentation and processes exist and are updated on a regular basis; Liaise with the IT Architecture team to ensure that IT network standards are deployed and conduct product evaluations of upgraded or new hardware and software, identifying strengths, weaknesses, and potential benefits to the company; Liaise with the IT Security team and ensure that high level of security standards are maintained and operated across any network; Communicate with vendors, management and network staff worldwide; Attend training courses, seminars, conferences and exhibitions when required., Bachelor degree in Computer Science., Good knowledge of L3, L2 protocols such as EIGRP, MPLS, VPNs, Spanning Tree. - ITIL Certified is Preferred, - Cisco certification is a plus (Recommended).",0.8321
9,the same,the same,the same,Windows Server Technical Support Analyst," Serve as Technical source for all company?s windows server and Storage (array/Backup) related projects/SWIs | Work on initiative or projects to meet customer and management request | Focal contact for divestment related activities within Server and Storage scope. | Consult with clients on Service Requests, Small Work Items and projects relating to XOM computing infrastructure, documenting recommendations using existing best practices for infrastructure changes | Receive and work requests to completion via the Small Work Items (SWI) process. | Interface with project managers, Operations, Customer Relationship managers and other EMIT teams as needed. | Interface with EMIT ETS Engineering for development activities and projects. | Resource for computing infrastructure projects & project engagements. | Provide L3 support to both Server and Storage operations., The ideal candidate shlould be: Graduated from college required in IT and/or Engineering courses. | The analyst must have experience in Broad Infrastructure background (i.e. servers, storage, network,) | In Depth Windows 20xx server Experience - Servers / Peripherals | High level Network understanding/experience (Routing, Switching, IP addressing, network utilization monitoring and Physical power and cabling) | Good knowledge on external storages and backups | Knowledge of Roles & Responsibilities within the EMIT organization | Fluent English | Sharp analytical skills",0.8296
