,exp,edu,hab,v_tit,v_desc,sim
5,the same,the same,the same,"SAP Specialist - Fixed Asset, Project To Asset, And JVA Modules"," Overall description Financial analyst with experience implementing global IT solutions in SAP ECC 6 for global Oil and Gas Industry. Experience needed in areas of general ledger, cost center, profit center, profitability management, Joint Interest Accounting, Fixed Assets, projects to assets, transfer pricing and valuation items. Ability to perform IT design, configuration, prototyping, unit testing/documentation, batch variants setup and define management of change requirements. System Design skill with strong ability to collect business requirements, perform a fit/gap analysis, apply SAP industry best practices, and define use cases for implementations in a global environment. Ability to write solid and detailed functional and technical design documents in English, to be handed over to Developer or other project staff, covering design for configuration items and custom developments as well as work with business experts to understand their requirements, guide and advise them on best solution approach managing business experts with confidence. Focus area: Fixed Asset, Project to Asset Specific experience in SAP ECC 6 FI process area: Fixed Asset, Project to Asset, and JVA modules Solid demonstrable Upstream Oil & Gas experience. ABAP debugging skill is a plus. Experience with Agile framework (SAFe; Scrum; Kanban) is a plus Strong team work - share knowledge with others; training and support others as a more senior person. Senior level of profissional experience, possesses and applies a broad knowledge of principles, practices, and procedures of particular field of specialization to the completion of difficult assignments. Skill Level Safety Oriented Mindset, Proficient in English (written & verbal), Team Oriented Personality & Positive Attitude Effective End User Communication (written & verbal), Analytical skills, Customer Oriented, Problem Solver, Time Management, Goal Oriented, Team Player, Efficient, Responsible, Creative, Interface at Executive level. Interface with the business/client- High, Medium, Low Experience working with large teams. Experience working independently. Experience working with a global team.",0.7545
6,the same,the same,the same,Senior 3D Web Developer - Unity," Develop responsive, enterprise web and mobile web applications and APIs using modern web technologies (JavaScripts, HTML5, CSS3, , jQuery, Backbone.js, RequireJS) Project responsibilities include development, testing, documentation, implementation, and maintenance Work closely with a cross-functional Scrum team to understand requirements and recommend appropriate solutions; including Project Managers/Scrum Masters, Product Owners, Designers, Backend Developers and QA Analysts Actively contribute to and enforce best practices, group standards Mentor other developers, including peer reviewing code and pair programming. Proactively keep up-to-date on industry trends and emerging technologies; drive adoption of new technologies and best practices Experience with Unity3d is desirable., Bachelors degree in a technical discipline or equivalent work experience relevant work experience developing enterprise web applications Good experience with object-oriented programming Experience with API development (i.e.: REST/SOAP/JSON) Must provide code samples (examples: URLs with descriptions of which parts you developed, zip file or equivalent profile) Demonstrated leadership as a senior/specialist, subject matter expert, architect, team lead, or equivalent role on past technical projects Experience with WebVR API (3D environment), React VR, A-frame, MOZVR. Knowledge about WebGL.",0.7514
7,the same,the same,the same,Analista Desenvolvedor," Knowledge of the application of PACS and RIS, Digital Radiology equipment Knowledge, CT, MRI, Nuclear Medicine, Ultrasound, etc. DICOM protocol Domain, Knowledge of computer networks - TCP-IP, Knowledge of PACS / RIS integration, Knowledge HL7, Knowledge Worklist, Knowledge in peripheral HDW w SFTW, Teaching workflow key-users and radiologists. Teaching RIS&PACS to key-users and radiologists. Manager project during implementation. Ensures greater agility in customer service, in solving technical problems. Perform self-training using e-learning tools through the portal of Carestream Health. Keep up to date with new releases and patches sent through the specific sites for this type of content., Training in Technician, Data Processing, Computer Engineering, Systems Analysis, Project Management or related fields. Knowledge Java, C#, Oracle, Firebird, SQL Server, Postgre. Workflow Knowledge Diagnostics Clinical Imaging and Hospitals. ",0.7506
8,the same,the same,the same,Desenvolvedor Salesforce," Design & develop solutions that run on the Salesforce.com platform using Apex and Visualforce. Collaborative Agile development on a Scrum Team. Advocate for improvements in the architecture, performance, and reliability of our complex systems. Troubleshoot and resolve problems. Execute on quality related tasks like code reviews and automated unit tests, to ensure that each feature is delivered with the highest quality. Help other Developer to debug and review architectural designs and provide solutions to complex design issues. Monitor deployments and provide support for deployment related issues. Debugging and identifying Apex/Visual Force/Application Programming Interface (API) code causing the issue and reporting the same to quality analyst (QA). Development of high quality software within agreed timescales. Hands on design and development of custom solutions on the force.com platform including significant work in Apex, VisualForce and application integration patterns. Judges the trade offs with technology and feasibility and makes choices that fit the constraints of the Project. Direct involvement and/or oversight of developing business requirements, specifications, process flows, application design, application configuration and testing. Release an Environment Management including sandbox usage planning, metadata and data migration, environment comparisons and version control., Solid knowledge and methodologies quality models for the software industry. Systems Development methodologies (agile, not agile). knowledge. Scrum / UML / TDD / IC. Knowledge of POO. Knowledge Development Tools (by technology). Excellent scope and estimation skills. Approve load testing and performance. Management / Control of development environments. Knowledge on Salesforce.com. Version control SVN / GIT. Experience in Software Development. Experience developing on Force.com would be beneficial. Worked in customer projects and product. Experience in object-oriented programming and design patterns. Knowledge in Java.",0.75
9,the same,the same,the same,Salesforce Developer," Design & develop solutions that run on the Salesforce.com platform using Apex and Visualforce. Collaborative Agile development on a Scrum Team. Advocate for improvements in the architecture, performance, and reliability of our complex systems. Troubleshoot and resolve problems. Execute on quality related tasks like code reviews and automated unit tests, to ensure that each feature is delivered with the highest quality. Help other Developer to debug and review architectural designs and provide solutions to complex design issues. Monitor deployments and provide support for deployment related issues. Debugging and identifying Apex/Visual Force/Application Programming Interface (API) code causing the issue and reporting the same to quality analyst (QA). Development of high quality software within agreed timescales. Hands on design and development of custom solutions on the force.com platform including significant work in Apex, VisualForce and application integration patterns. Judges the trade offs with technology and feasibility and makes choices that fit the constraints of the Project. Direct involvement and/or oversight of developing business requirements, specifications, process flows, application design, application configuration and testing. Release an Environment Management including sandbox usage planning, metadata and data migration, environment comparisons and version control., Solid knowledge and methodologies quality models for the software industry. Systems Development methodologies (agile, not agile). knowledge. Scrum / UML / TDD / IC. Knowledge of POO. Knowledge Development Tools (by technology). Excellent scope and estimation skills. Approve load testing and performance. Management / Control of development environments. Knowledge on Salesforce.com. Version control SVN / GIT. Experience in Software Development. Experience developing on Force.com would be beneficial. Worked in customer projects and product. Experience in object-oriented programming and design patterns. Knowledge in Java.",0.749
0,"Solution Account Director,Sr Solution Strategist,Sr Marketing Communications Program Mgr,Head do Portfólio de TI B2B,Gerente de Produtos de TI & Outsourcing,Especialista de Produtos de Dados Internacionais,Managed Services Manager,Product Coordinator","Graduado,Engenharia da Computação","Cloud Computing,Data Center,Managed Services,Telecommunications,Pre-sales,Unified Communications,Outsourcing,IP,Product Management,Strategy,ITIL,Business Alliances,MPLS,Team Leadership,Management,Wireless,New Business Development,VoIP,Solution Selling,Project Management,IT Service Management,Network Architecture,Security,Cisco Technologies,Team Management,Business Intelligence,Switches,Account Management,Go-to-market Strategy,Networking,VPN,WAN,SDH,LAN-WAN,Frame Relay,Network Design,Service Management,Virtualization,B2B,Mobile Devices,Software Project Management,Channel Partners,Project Planning,Security Information,IT Operations,Windows,Microsoft Technologies,VMware Technologies,Infrastructure Outsourcing,MSSP",Sr. Software Configuration Engineer," Operation and Administration of SW Tools. Users / Permission management, Project configuration, support for configuration managemen. Environment Development. Automation scripts, Atlassian plugins development, Integrating different tools. Project Teams support. Assess and advise with best practices for enhancing software quality in terms of processes and supporting tools. Selecting, evaluating and performing impact analysis for adopting new/replacement/upgrade potential tools., Previous Experience with SW Development. Previous Experience with SW Tools Administration., Bachelor in Design, Arts, Psychology, Computer Science, or similar field., Issue tracker Tools (Jira or similar). Continuous Integration Tools (Jenkins or similar. Version control (Git, Subversion). Java EE , Groovy (or similar scripting language), HTML, Javascript, jQuery.",0.6992
1,the same,the same,the same,Consultor Técnico - Redes," Realizar atendimento técnico remoto ou on-site (instalação, manutenção e suporte) de redes aos usuários e clientes solucionando problemas técnicos e operacionais., Superior completo na área de TI. Certificações obrigatórias: CCIE Collaboration, CCNP Voice, CCNA Voice, CCNA, Cisco Unity Support Specialist. Conhecimentos desejáveis: CUCM (CallManager) versions 4.x to 11.x, CUCME (CallManager Express) versions 4.x to 11.x, Unity and Unity Connection versions: 2.x to 11.x, CUPS / IM&P versions 7. x to 11.x, UCCX Cisco Unified Contact Center Express 8.X to 10.X, CUCM Upgrades, Cisco Unified Presence x Microsoft Lync integration, Cisco Jabber, CuciLync 9.X, Basics of TelePresense, VCS-C, VCS-E, TMS, VMware, ESXi 4 to 6.X, IP Phones Series 7900, 6900, 8900, 9900, Cisco Servers: MCS, UCS-C, Cisco routers: Cisco 2500, 2600, 2800, 3800, 2900, 3900, Cisco switches: Catalyst 2900, 3500, 3700, Analog Voice Gateways / ATAs: VG224, VG248, 18X, GSM Gateways: Quescom Q300, Q400 e Protocols H323, SIP, ISDN, MGCP, SCCP, E1 R2, SRST, SRVP.",0.6966
2,the same,the same,the same,Programador Back-end - Sênior," Design, architect and implement high-traffic, large-scale web APIs. Build infrastructure on top of AWS services: DynamoDB, RDS, SQS, ElastiCache, ElasticSearch, SNS, Route 53, CodeDeploy, CloudFormation., Trong experience developing data driven web applications (including knowledge in web servers, load balancing, caching, databases, replication, etc.)Strong understanding of object-oriented design and software development principles Excellent problem solving, analytic skills, excellent written and verbal communications skills You know how and where to store large amounts of data using SQL (MySql) and NoSQL (Redis, DynamoDB) databases. Git experience. Strong CS fundamentals Mastery of at least one object oriented language (Java, C#, C++, Ruby, Python). Experience working with Java RESTful frameworks and related tools. Cloud development/deployment/management (preferable AWS) Strong handle on the TCP and HTTP stack, request batching, request optimization, sockets and DNS. Experience working with systems engineering. Experience doing full stack development Experience scaling and monitoring systems on AWS. Experience with Java Experience with dynamic languages (Python, Ruby, Javascript). Experience automating systems orchestration with Ansible and CloudFormation, or similar technology. Familiarity of working on large-scale, high volume applications. DevOps Tools (Jenkins, Chef, Vagrant, Docker) , Graduação em andamento ou completa.",0.6947
3,the same,the same,the same,Senior DevOps Engineer," UL Transaction Security is a member of the UL Family of Companies. Founded in 1894, UL is a premier safety company with more than a century of proven history, leading the world in enhancing safe living and working environments, facilitating global trade and serving as a trusted source of information and knowledge. UL employs over 11,000 professionals who work in over 100 countries. The Transaction Security division of UL extends this safety mission statement from the physical world to safety and security in the digital world. UL Transaction Security focuses on securing and certifying large, mission critical digital transaction infrastructures such as mobile, payment and ticketing networks and infrastructure. UL provides indepth technical advisory services, testing and certification services and accredited testing platforms to relevant stakeholders in the market. We are looking for a Sr. Systems and Network Administrator with a proven record in an Agile /DevOps Environment. This individual serves as a technical expert of systems and Network administration in a complex mission critical environment. Possesses the expertise to respond to systems malfunction or failure in a timely, effective, and complete manner. In pursuit of systems availability, performance, and security, fulfills complex IT requests and tasks, performs planning, implementation, and validation stages while operating independently. Maintains sensitivity to engineering deficiencies and oversights that threaten systems availability, Performance, and/or security, reports, logs, or addresses these issues with priority and timeliness commensurate with the degree of risk posed. Recognizes that the success or failure of our customers directly depends on IT\\\'s success or failure. Inspires our customers to trust our competence and character, to value our contribution, and to see us as teammates. Providing production support and operation for a 24x7 system. Planning for, and working with the project management and solution teams to procure and manage development infrastructure such as workstations, servers, storage, network and data protection. Configure and fine tune cloud infrastructure systems. Work closely with cloud architects and application teams to develop, plan and implement application deployments to public clouds. Drive technical innovation and efficiency in cloud infrastructure operations via automation scripting and working with API\\\'s. Support cloud servers including security configurations, patching, and troubleshooting. Develops descriptions of systems and business functional boundaries. Develops and maintains the comprehensive systems architectures, frameworks and application interfaces. Develops and maintains the comprehensive systems architectures, frameworks and application interfaces. Building broad internal practice around how applications and services are constructed using DevOps methodologies and tools. Design, install and configure internal and customer facing servers, network devices and firewalls. Develop and implement project plans, risk assessments and contingency plans. Design and implement monitoring, configuration management and reporting functions that will make. Define and document best practices and support procedures Mentor / cross train team members on existing and new technologies. Interact with customers and staff at the technical level, as required. Install and support LANs, WANs, network segments, Internet, and intranet systems. Install and maintain network hardware and software. Analyze and isolate issues. Evaluate and modify systems performance. Determine network and system requirements. Maintain integrity of the network, server deployment, and security. Ensure network connectivity throughout a company\\\'s LAN/WAN infrastructure is on par with technical considerations. Design and deploy networks. Perform network address assignment. Assign routing protocols and routing table configuration. Assign configuration of authentication and authorization of directory services. Maintain network facilities in individual machines, such as drivers and settings of personal computers as well as printers. Maintain network servers such as file servers, VPNgateways, intrusion detection systems. Administer servers, desktop computers, printers, routers, switches, firewalls, phones, personal digital assistants, smartphones, software deployment, security updates and patches. Maintaining system. Install product and system software. Create a backup and recovery policy. Monitor network communication. Update system as soon as new version of OS and application software comes out. Implement the policies for the use of the computer system and network. Setup security policies for users. A sysadmin must have a strong grasp of computer security (e.g. firewalls and intrusion detection systems), Bachelor\\\'s degree in computer science (or related area) preferred. Managing deployments/rollouts. DevOps and Agile Experience. Experience in Cloud based Environment. Managing large scale Citrix/2X/Terminal Server installations. A solid understanding of LAN/WAN networking. Cisco Certified Network Associate or profissional CCNA/ CCNP MCITP Server. Group Policy design and configuration Linux/UNIX administration. Ability to troubleshoot network issues including back bone infrastructure issues LAN Routing and Switching design, configuration and troubleshooting (VLANs, IP Subnetting, 802.1Q trunks). Strong communication and documentation skills. Positive, self motivated individual who can complete tasks independently. Must be a team player. Ability to effective manage a team and meet deadlines. In- depth knowledge of customer service principles and practices conflict management and resolution skills communication skills in disseminating information and vision. Demonstrated ability to lead a team with a solid vision and execute against targeted goals. Product knowledge of complex software product (financial preferred). Proficiency in speaking and writing both Portuguese and English.",0.6915
4,the same,the same,the same,Desenvolvedor Android - Sênior," Will work with people with multidisciplinary skills (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our user., Must have experience in Java or Kotlin Language, developing and designing advanced applications on the Android platform, GIT, we work with pull request, promoting a constant code-review, Agile methodologies (XP and Scrum). Experience with REST APIs and other external data sources, material design, Android Support Library. Proven mobile development. Work with different device dimensions (tablet, cell phone, etc). General knowledge of the mobile environment, such as architectures, standards, trends and emerging technologies. Familiar with the process of submitting apps to the Play Store. Nice if you have experience in continuous integration / continuous deploy (Travis). Experience with unit tests / automated UI tests, Fetch GraphQL APIs Google Analytics, React Native e iOS - Swift or Objective-c.",0.6886
5,the same,the same,the same,Analista de Infraestrutura," Design , test and deploy Group policies. Must have experience of Windows 2012 and 2008 R2 administration. Monitor and troubleshoot active directory replication issues. Administer sync across multiple domains. Strong knowledge of writing powershell and AD logon scripts. Assist with maintenance and up keep of active directory. Perform Active Directory objects housekeeping and cleanup tasks. Perform daily health checks directory replication. Investigate and troubleshoot replication and synchronization issues. Perform low level object migrations. Update object or atributes., Experience of design and administration of large and complex active directory forest including Domain Services, Federation services, certificate services, Group policy, Security group management, File server, DNS, DHCP etc.",0.6865
6,the same,the same,the same,Microsoft CRM Developer," Basic knowledge of the Microsoft .NET platform. Some experience in software development., Basic knowledge of the Microsoft .NET platform. Some experience in software development. Intermediate level in English conversation., Experience with Microsoft CRM Dynamics or other CRM platforms. Knowledge of database fundamentals and SQL Server.",0.6863
7,the same,the same,the same,Analista de Infraestrutura," Provides computer help desk support and technical training on hardware and software to end users. Troubleshoots Mac and Windows software and hardware for end users via phone, email, and service desk walk-ups. Troubleshoots iPhone and Android mobile phones, and other related hardware in-office, such as printers. Sets up mobile phone Exchange email, VPN, and internet access for users via secure company network. Provisions new equipment for end users. Trains new hires on new software and technology related procedures to secure a swift onboarding process. Performs set- ups, break-downs, and transports of equipment, such as monitors and desks on an as-needed basis for new and existing end users. Examines, designs, and implements new internal procedures to improve office procedures. Provides overall management in daily administration, asset distribution, and shipping. Manages warehouse inventory to facilitate proper handling and distribution of merchandise. Images Mac and Windows laptops. Manages and troubleshoots audiovisual software, hardware, and equipment to ensure teleconferencing and videoconferencing calls run smoothly. Oversees the replenishment and allocation of inventory to their appropriate locations. Assists in network troubleshooting.",0.6862
8,the same,the same,the same,Analista Desenvolvedor," Knowledge of the application of PACS and RIS, Digital Radiology equipment Knowledge, CT, MRI, Nuclear Medicine, Ultrasound, etc. DICOM protocol Domain, Knowledge of computer networks - TCP-IP, Knowledge of PACS / RIS integration, Knowledge HL7, Knowledge Worklist, Knowledge in peripheral HDW w SFTW, Teaching workflow key-users and radiologists. Teaching RIS&PACS to key-users and radiologists. Manager project during implementation. Ensures greater agility in customer service, in solving technical problems. Perform self-training using e-learning tools through the portal of Carestream Health. Keep up to date with new releases and patches sent through the specific sites for this type of content., Training in Technician, Data Processing, Computer Engineering, Systems Analysis, Project Management or related fields. Knowledge Java, C#, Oracle, Firebird, SQL Server, Postgre. Workflow Knowledge Diagnostics Clinical Imaging and Hospitals. ",0.6861
9,the same,the same,the same,Windows Server Technical Support Analyst," Serve as Technical source for all company?s windows server and Storage (array/Backup) related projects/SWIs | Work on initiative or projects to meet customer and management request | Focal contact for divestment related activities within Server and Storage scope. | Consult with clients on Service Requests, Small Work Items and projects relating to XOM computing infrastructure, documenting recommendations using existing best practices for infrastructure changes | Receive and work requests to completion via the Small Work Items (SWI) process. | Interface with project managers, Operations, Customer Relationship managers and other EMIT teams as needed. | Interface with EMIT ETS Engineering for development activities and projects. | Resource for computing infrastructure projects & project engagements. | Provide L3 support to both Server and Storage operations., The ideal candidate shlould be: Graduated from college required in IT and/or Engineering courses. | The analyst must have experience in Broad Infrastructure background (i.e. servers, storage, network,) | In Depth Windows 20xx server Experience - Servers / Peripherals | High level Network understanding/experience (Routing, Switching, IP addressing, network utilization monitoring and Physical power and cabling) | Good knowledge on external storages and backups | Knowledge of Roles & Responsibilities within the EMIT organization | Fluent English | Sharp analytical skills",0.6851
0,"Analista de Sistemas Sênior Java,Consultor Java,Programador Sênior,Programador Pleno,Programador Júnior","Bacharel em Ciências da Computação,Ciência da Computação,Técnico em Processamento de Dados,Processamento de Dados","Java,Oracle,Java Enterprise Edition,EJB,Hibernate,Scrum,UML,Microsoft SQL Server,Desenvolvimento de software,JBoss Application Server,SQL,SOA (Arquitetura voltada para serviços),Servidor de Aplicação JBoss,JSP,Software Development,Struts,Apache Struts,SOA",Programador Java," Desenvolvimento de Sistemas utilizando a plataforma JAVA., Conhecimentos imprescindíveis: Java EE incluindo (Web Services, REST, JPA), Spring, Hibernate SOA, EDA e Padrões de Design. Javascript (ReactJS, AngularJS), HTML5, CSS3 Arquitetura de computação em nuvem Linux DevOps MVC . Desejável. Experiência: Banco de dados (SQL / Oracle / MySQL / MongoDB / Cassandra). Conhecimentos Desejáveis: Outras linguagens de programação do lado do servidor (C #, Ruby, PHP) é desejado, mas não obrigatório. Conhecimento em Scrum e metodologias ágeis.",0.7006
1,the same,the same,the same,Desenvolvedor Java Sênior," Desenvolver aplicações Web e Web services / APIs em Java. Manutenção e testes., Experiência profissional. Desenvolvedor de software, tendo trabalhado mais especificamente com Java e Spring Framework., Ensino Superior em Ciências da Computação, ou campo relacionado., Conhecimento avançado em arquiteturas enterprise, patterns e cloud computing. Conhecimento em Apache Kafka, Spring Boot e Spring Cloud.",0.6886
2,the same,the same,the same,Programador Java," Orientação a objetos, Eclipse, PHP, Java JSE / JEE 6, SQL básico, Servlets, JSF 2.0, JPA 2.0, Hibernate, Tomcat 7, Jboss e Wildfly. Consultas SQL de médio / alto grau de complexidade. Atuação com banco de dados PostgreSQL e SQL Server., Experiência na área. Graduação completa ou cursando.",0.6879
3,the same,the same,the same,Desenvolvedor de Software," Desenvolvimento de software para integrações com sistemas governamentais., Experiência de 06 meses em desenvolvimento de software na plataforma Microsoft .Net., Ensino Superior completo em Ciências da Computação., Conhecimentos específicos: C# .NET, Asp.NET, XML (Webservices SOAP), Windows Forms, SQL Server, HTML, Bootstrap, Javascript /Jquery. CSS, Oracle.",0.687
4,the same,the same,the same,Programador Java," Fazer programação do software, realizar escrita de testes unitários, participar de projetos, apoio no desenvolvimento e execução do software RIM, outras atividades pertinentes ao cargo., Ensino Superior em Ciência da Computação, Engenharia da Computação ou afins. Experiência em programação Java, JEE, banco de dados, JavaScript e HTML. Conhecimento em Java 5 ou superior, JPA 2.0, Jax-RS, JavaScript, JQuery ou AngularJS, Tomcat, JUnit, processos DDD, Design Patterns, SCRUM. Desejável conhecimento em JMS, OSGI, Java Security API, Nuxeo, BPM, Jira.",0.6867
5,the same,the same,the same,Programador," Desenvolvimento e manutenção de software para web, preferencialmente Java, PHP, Python ou Ruby. Programação XP e relacionamento com os pares., Ensino Superior completo ou cursando em Engenharia da Computação, Análise de Sistemas, Sistema da Informação, Ciência da Computação e/ou Técnico em Informática. Conhecimentos em orientação a objetos, Design Patterns e Git, Junit, TDD, JSF, Primefaces, JPA, EJB, gerenciador de dependências (Maven e PIP), banco de dados (PostgreSQL) e metodologias Ágeis (Scrum / Kanban).",0.6846
6,the same,the same,the same,Programador Java Pleno," Atuar como desenvolvedor de portais em Java e desenvolvimento de APIs., Conhecimentos em Java EE , 6, 7 e 8 Angular., JSP, Spring , JPA, Hibernate. Rest. SQL-Server , Oracle WebLogic, Tomcat. Wildfly. Desejavel C#.",0.6841
7,the same,the same,the same,Arquiteto de Software," Orientação a objetos, design patterns, .nET frameWork, .NET Stendard, .NET Core, Web API, MVC, JEE, JSE, JSF, servidores de aplicações, JEE (JBoss, Weblogic ou WAS). Ambientes: Windows, Linux, Integração de Sistemas, Mensageria, MiddleWare, SOA. Frameworks (Spring, Hibernate, Angular, React, etc). Mobile: Nativo, Ionic, Xamarin. Desenvolvimento Desktop e Web. Banco de dados Oracle, SQL Server, PostSQL. Jenkings, GIT, Puppet, SVN. Integração Continua. TDD, BDD. Modelagem: UML, RUP, Metodologias: Agile, SCRUM, PMBOX., Experiência em arquitetura de sistemas, em desenvolvimento solido e com plataforma de nuvem., Superior Completo.",0.6828
8,the same,the same,the same,Analista Desenvolvedor Java Pleno," Realiza as fases de sistemas Java, desenvolve, testa e implementa., Experiência em desenvolvimento Web., Conhecimentos necessários em linguagem de programação Java, Framework Apache Struts, Java Server Pages (JSP), arquitetura Java Servlets, Javascript, JQuery, Ajax, HTML e CSS. Conhecimentos desejáveis em versionamento com GIT, banco de dados Oracle e Oracle PLSQL. Ser comprometido, proativo e responsável. Ter boa comunicação.",0.6822
9,the same,the same,the same,Líder Técnico Java," Profissional com perfil de arquiteto de software,, Experiência no desenvolvimento backend e frontend de aplicações Java, SOA (preferencialmente arquitetura de micro, Gradle Git / Gitflow, Spring Boot, Spring Cloud, APIs Restful, Docker, Design de Serviços., Conhecimentos de Engenharia de Software.",0.6819
0,"Core Developer,Senior Consultant,Consultant,VPS Consultant, Latin America,VPS Consultant,VPS Subcontractor Consultant,Trainee - VPS Consultant,Trainee - Programmer,Trainee - Oracle Database Pre Sales,Trainee - Programmer","Bachelor,Computer Science,Data Processing and Data Processing Technology/Technician","Oracle,Weblogic,SOA,Java Enterprise Edition,Pre-sales,Java,Enterprise Architecture,JBoss Application Server,Cloud Computing,Websphere,UML,Tomcat,Web Content Management,Solution Architecture,Scrum,Portals,Telecommunications,Web Services,Shell Scripting,Enterprise Software,Ant,Web Applications,WebLogic,Maven,REST,Unix,Pré-vendas,Enterprise Portals,Hibernate,JUnit,Solaris,Agile Project Management,Computação em nuvem,WebSphere Application Server,Infrastructure,Objective-C,Unix Operating Systems,Spring,Struts,JDBC,CVS,Design Patterns,SOAP,PostgreSQL,OpenText Portal,Vignette,OpenText WEM",Programador l l l," Code versioning (GIT and SVN). Acting with hybrid development platforms (Ionic, PhoneGap and others), agile development and test methodologies (Scrum, BDD, TDD) in environments with DevOps and Continuous Delivery cultures., Experience regarding systems development and integration using PHP 5/7. Experience on utilizing Frameworks (Ex: Laravel, Cake, Zend or Kohana). Experience on project documenting: technical and functional specifications (MER, Use case). Work experience utilizing agile development and testing methodologies (Scrum, BDD, TDD). Work experience on environments with DevOps and Continuous Delivery cultures., Good knowledge regarding database, specially MySQL and Oracle. Knowledge regarding Frameworks Frontend JS (Ex: jQuery, Angular or React). Advanced English. Differential. Knowledge regarding Bootstrap. Knowledge regarding hybrid development platforms (Ionic, PhoneGap and others).",0.7501
1,the same,the same,the same,Software Engineer," Use open source technology, scrum, design sprints, squads and agile development Develop solutions to help consumers in the loan application process. Develop high quality code and to work in multi-disciplinary high- performance teams., Experience with back-end, Ruby skills, Unit, integration and acceptance testing, API design with JSON API spec, Object Oriented Design, Domain Driven Design (DDD), Refactoring Techniques, Messaging (Sidekiq, RabbitMQ), Git. Desirable experience with other programming languages, integrating with Ember or another SPA framework, infra provisioning (Ansible), Devops, Vanilla Javascript.",0.7418
2,the same,the same,the same,Programador Back-end - Sênior," Design, architect and implement high-traffic, large-scale web APIs. Build infrastructure on top of AWS services: DynamoDB, RDS, SQS, ElastiCache, ElasticSearch, SNS, Route 53, CodeDeploy, CloudFormation., Trong experience developing data driven web applications (including knowledge in web servers, load balancing, caching, databases, replication, etc.)Strong understanding of object-oriented design and software development principles Excellent problem solving, analytic skills, excellent written and verbal communications skills You know how and where to store large amounts of data using SQL (MySql) and NoSQL (Redis, DynamoDB) databases. Git experience. Strong CS fundamentals Mastery of at least one object oriented language (Java, C#, C++, Ruby, Python). Experience working with Java RESTful frameworks and related tools. Cloud development/deployment/management (preferable AWS) Strong handle on the TCP and HTTP stack, request batching, request optimization, sockets and DNS. Experience working with systems engineering. Experience doing full stack development Experience scaling and monitoring systems on AWS. Experience with Java Experience with dynamic languages (Python, Ruby, Javascript). Experience automating systems orchestration with Ansible and CloudFormation, or similar technology. Familiarity of working on large-scale, high volume applications. DevOps Tools (Jenkins, Chef, Vagrant, Docker) , Graduação em andamento ou completa.",0.7388
3,the same,the same,the same,.Net Developer," Atuar com ASP.NET, MVC, JQuery, ODP.NET, Entity framework, WCF and Oracle Data Base., Experience in ASP.NET, MVC, JQuery, ODP.NET, Entity framework, WCF and Oracle Data Base., Intermediate/Advanced English required. Preferred, but not essential: Knowledge of Agile Methodologies.",0.7345
4,the same,the same,the same,Xamarin .NET / Mobile Developer," Act with simple animation, push notifications from the server, API connections and setup, and issue resolution. Work with current staff and assist in all deployment aspects. Work independently (including own access to software and hardware required) while communicating and collaborating with the team., Expertise in .Net C# development with Visual Studio, Xamarin, Android, iOS, Custom controls, Simple Animation, MVC, Entity Framework, SQL Server, Push Notifications, Restful APIs, Azure, Mobil App Services, API Management Services, Authentication using a custom data store / tokens, Setup and Publishing to the PlayStore and AppStore. Knowledge sharing and good communication skills are a must.",0.7277
5,the same,the same,the same,Desenvolvedor Android - Sênior," Will work with people with multidisciplinary skills (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our user., Must have experience in Java or Kotlin Language, developing and designing advanced applications on the Android platform, GIT, we work with pull request, promoting a constant code-review, Agile methodologies (XP and Scrum). Experience with REST APIs and other external data sources, material design, Android Support Library. Proven mobile development. Work with different device dimensions (tablet, cell phone, etc). General knowledge of the mobile environment, such as architectures, standards, trends and emerging technologies. Familiar with the process of submitting apps to the Play Store. Nice if you have experience in continuous integration / continuous deploy (Travis). Experience with unit tests / automated UI tests, Fetch GraphQL APIs Google Analytics, React Native e iOS - Swift or Objective-c.",0.7259
6,the same,the same,the same,Desenvolvedor Front-end," Developing a global platform. (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our users. Maintenance and testing., Experience SPA (Angular, React, BackBone), HTML5, CSS3, Modern JavaScript ES6+, Webpack/Browserify, GIT, Responsive Layout, Good practices and front- end pattern knowledge, Advanced English, B.S., M.S., or PhD. React, React Native, Redux, Apollo/Relay, Flexbox e GraphQL. Some functional programming knowledge Python/Ruby/Java/Scala.",0.7245
7,the same,the same,the same,Front-end Developer," Capable to understand UI/UX assets and transform them in live Web applications consuming REST APIs. Act as a CSS lead within the development team., Proven experience in React and Redux for Frontend applications. Proven experience in CSS 3 (including flexbox, animations and transitions). Proven Experience integrating Web Frontends with Rest APIs. Proven experience with SASS for CSS development., Knowledge in the Frontend development, including. Web Applications using React, Redux, CSS and HTML. Capable of integrating web frontends with REST endpoints. Capable of translating UI designs into actual products using CSS 3. Daily interaction with international customers. Acquaintance with Invision and Zeplin. Knowledge in Linux as a front-end developer.",0.7242
